name,datetime,temp,feelslike,dew,humidity,precip,precipprob,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,conditions,icon,stations
Basel,2024-11-21T00:00:00,35.5,26.5,28.3,74.81,0,0,,0,0.04,13.2,13.9,250,1010,98,6.2,0,0,0,10,Overcast,cloudy,"LFSB,F6151"
Basel,2024-11-21T01:00:00,35.5,31.5,30.1,80.51,0,0,,0,0,11.9,4.7,250,1010,88,6.2,0,0,0,10,Partially cloudy,partly-cloudy-night,"LFSB,F6151"
Basel,2024-11-21T02:00:00,35.5,31.5,30.1,80.51,0,0,snow,0,0,15,4.7,230,1010,88,6.2,0,0,0,10,Partially cloudy,partly-cloudy-night,"LFSB,F6151"
Basel,2024-11-21T03:00:00,35.5,27.9,31.9,86.6,0.008,100,snow,0,0,16.6,10.3,260,1011,88,6.2,0,0,0,10,"Snow, Partially cloudy",rain,"LFSB,F6151"
Basel,2024-11-21T04:00:00,35.5,31.5,31.9,86.6,0,0,,0,0,18.8,4.7,280,1011,100,6.2,0,0,0,10,Overcast,cloudy,"LFSB,F6151"
Basel,2024-11-21T05:00:00,35.5,29.1,30.1,80.51,0,0,,0,0,17,8.1,260,1010,88,6.2,0,0,0,10,Partially cloudy,partly-cloudy-night,"LFSB,F6151"
Basel,2024-11-21T06:00:00,33.7,29.4,30.1,86.49,0,0,,0,0,14.3,4.7,270,1010,50,6.2,0,0,0,10,Partially cloudy,partly-cloudy-night,"LFSB,F6151"
Basel,2024-11-21T07:00:00,33.7,25.7,30.1,86.49,0,0,,0,0,4.7,10.3,260,1009,88,6.2,0,0,0,10,Partially cloudy,partly-cloudy-night,"LFSB,F6151"
Basel,2024-11-21T08:00:00,33.7,30.8,30.1,86.49,0,0,,0,0,3.8,3.4,250,1009,88,6.2,5,0,0,10,Partially cloudy,partly-cloudy-day,"LFSB,F6151"
Basel,2024-11-21T09:00:00,33.7,33.7,31.9,93.03,0,0,,0,0,6,2.2,81.5,1008,88,6.2,41,0.1,0,10,Partially cloudy,partly-cloudy-day,"LFSB,F6151"
Basel,2024-11-21T10:00:00,35.5,31.5,30.1,80.51,0,0,,0,0,8.5,4.7,160,1006,100,6.2,81,0.3,1,10,Overcast,cloudy,"LFSB,F6151"
Basel,2024-11-21T11:00:00,37.3,31.3,30.1,74.99,0,0,,0,0,11,8.1,110,1004,100,6.2,75,0.3,1,10,Overcast,cloudy,"LFSB,F6151"
Basel,2024-11-21T12:00:00,37.3,30.2,30.1,74.99,0,0,snow,0,0,13.4,10.3,100,1001,100,6.2,89,0.3,1,10,Overcast,cloudy,"LFSB,F6151"
Basel,2024-11-21T13:00:00,37.3,30.2,28.3,69.68,0.004,100,snow,0.04,0.04,11.9,10.3,110,998,100,6.2,93,0.3,1,10,"Snow, Overcast",snow,"LFSB,F6151"
Basel,2024-11-21T14:00:00,37.3,30.2,28.3,69.68,0.024,100,snow,0.12,0.16,13.9,10.3,100,996,88,6.2,50,0.2,1,10,"Snow, Partially cloudy",snow,"LFSB,F6151"
Basel,2024-11-21T15:00:00,33.7,26.3,31.9,93.03,0.055,100,snow,0.16,0.16,17.4,9.2,100,993,100,1.9,24,0.1,0,10,"Snow, Overcast",snow,"LFSB,F6151"
Basel,2024-11-21T16:00:00,31.9,24.7,31.9,100,0.134,100,snow,0.75,0.91,18.6,8.1,90,992,100,0.6,7,0,0,10,"Snow, Overcast",snow,"LFSB,F6151"
Basel,2024-11-21T17:00:00,31.5,28,30.6,96.42,0.138,100,snow,0.83,1.73,14.5,3.6,77.5,991,100,0.1,0,0,0,10,"Snow, Overcast",snow,
Basel,2024-11-21T18:00:00,31.4,31.4,30.8,97.84,0.157,100,snow,0.91,2.64,9.6,2.9,21.5,991,100,0.1,0,0,0,10,"Snow, Overcast",snow,
Basel,2024-11-21T19:00:00,31.9,27.9,30.5,94.34,0.11,100,snow,0.63,3.27,9.4,4,122.7,990,98.1,0.1,0,0,0,10,"Snow, Overcast",snow,
Basel,2024-11-21T20:00:00,31.9,25.3,30.3,93.66,0.028,100,snow,0.04,3.31,13.6,7.2,7.8,991,100,0.2,0,0,0,10,"Snow, Overcast",snow,
Basel,2024-11-21T21:00:00,31.5,27.1,30.6,96.42,0.067,100,snow,0.31,3.62,16.1,4.5,31.2,991,100,0.2,0,0,0,10,"Snow, Overcast",snow,
Basel,2024-11-21T22:00:00,31.4,26.2,30.6,97.13,0.193,100,snow,1.1,4.72,12.5,5.1,6.8,992,100,0.1,0,0,0,10,"Snow, Overcast",snow,
Basel,2024-11-21T23:00:00,31.2,24.7,30.1,95.72,0.122,100,snow,0.67,5.39,14.3,6.7,351.5,994,100,0.1,0,0,0,10,"Snow, Overcast",snow,
Basel,2024-11-22T00:00:00,30.8,24.1,29.6,95.01,0.13,100,snow,0.75,6.14,15.4,6.9,354,997,100,0.1,0,0,0,10,"Snow, Overcast",snow,
Basel,2024-11-22T01:00:00,31,27.2,29.4,93.63,0.043,100,snow,0.16,6.3,14.3,3.8,318.6,1000,100,0.1,0,0,0,10,"Snow, Overcast",snow,
Basel,2024-11-22T02:00:00,31,26.4,28.8,91.59,0.004,51.6,snow,0.04,6.14,13.9,4.5,323.7,1003,100,0.2,0,0,0,10,"Snow, Overcast",snow,
Basel,2024-11-22T03:00:00,31.2,31.2,27.8,86.99,0,51.6,snow,0.04,6.02,8.7,2,256.4,1005,89.3,0.6,0,0,0,10,"Snow, Partially cloudy",snow,
Basel,2024-11-22T04:00:00,30.3,30.3,26.9,86.94,0,51.6,"rain,snow",0,5.94,4.5,1.6,198.1,1006,56,13.8,0,0,0,10,"Snow, Rain, Partially cloudy",snow,
Basel,2024-11-22T05:00:00,29.2,24.8,26.7,90.17,0,51.6,"rain,snow",0,5.87,8.1,4,248.5,1007,61,15,0,0,0,10,"Snow, Rain, Partially cloudy",snow,
Basel,2024-11-22T06:00:00,29,22.7,24.2,81.81,0,51.6,"rain,snow",0,5.79,13,6,247.7,1008,14.3,14.7,0,0,0,10,"Snow, Rain",snow,
Basel,2024-11-22T07:00:00,27.8,20,23.3,82.96,0,51.6,snow,0,5.75,16.6,7.6,251.5,1010,32.2,15,0,0,0,10,"Snow, Partially cloudy",snow,
Basel,2024-11-22T08:00:00,27.9,21,22.4,79.29,0,12.9,,0,5.71,16.3,6.5,241.2,1011,100,15,1,0,0,10,Overcast,cloudy,
Basel,2024-11-22T09:00:00,29.6,22.8,21.1,70.36,0,12.9,,0,5.63,14.3,6.7,238.8,1012,100,15,54,0.2,1,10,Overcast,cloudy,
Basel,2024-11-22T10:00:00,31.4,24.6,21.6,66.92,0,12.9,,0,5.51,15.4,7.2,239.3,1013,100,15,168,0.6,2,10,Overcast,cloudy,
Basel,2024-11-22T11:00:00,32.4,25.8,22.9,67.56,0,12.9,,0,5.39,17,7.4,245.6,1013,100,15,238,0.9,2,10,Overcast,cloudy,
Basel,2024-11-22T12:00:00,33.5,26.7,22.2,62.77,0,12.9,,0,5.24,17,8.1,246.6,1013,100,15,273,1,3,10,Overcast,cloudy,
Basel,2024-11-22T13:00:00,34.6,28.1,23.1,62.44,0,12.9,,0,5.04,17,7.8,260,1014,100,15,261,0.9,3,10,Overcast,cloudy,
Basel,2024-11-22T14:00:00,35.1,27.9,23.4,62.04,0,83.9,"rain,snow",0,4.92,20.6,9.4,257.5,1014,99.7,15,212,0.8,2,10,"Snow, Rain, Overcast",rain,
Basel,2024-11-22T15:00:00,32.8,24.5,27.4,80.3,0.012,83.9,snow,0.04,4.8,23.9,10.5,255.5,1015,100,0.5,146,0.5,1,10,"Snow, Overcast",snow,
Basel,2024-11-22T16:00:00,31.9,25.1,28.7,87.67,0.051,83.9,snow,0.2,5,23,7.4,238.6,1016,98.1,0.2,52,0.2,1,10,"Snow, Overcast",snow,
Basel,2024-11-22T17:00:00,32.3,24.5,27.4,82.06,0.012,83.9,"rain,snow",0.04,5,18.3,9.2,247.6,1017,88.6,13.9,0,0,0,10,"Snow, Rain, Partially cloudy",snow,
Basel,2024-11-22T18:00:00,32.1,24.7,25.8,77.3,0.004,83.9,"rain,snow",0,4.96,18.8,8.5,244.1,1018,78.5,15,0,0,0,10,"Snow, Rain, Partially cloudy",rain,
Basel,2024-11-22T19:00:00,32.4,26.2,24.7,72.85,0,83.9,"rain,snow",0,4.88,17,6.7,238.3,1019,99,14.9,0,0,0,10,"Snow, Rain, Overcast",rain,
Basel,2024-11-22T20:00:00,32.8,26.2,25.1,72.89,0,96.8,"rain,snow",0,4.8,15.7,7.4,241,1020,90.5,14.5,0,0,0,10,"Snow, Rain, Overcast",rain,
Basel,2024-11-22T21:00:00,33.3,26.3,25.8,73.49,0,96.8,"rain,snow",0,4.76,17.2,8.3,235.3,1021,100,14.5,0,0,0,10,"Snow, Rain, Overcast",rain,
Basel,2024-11-22T22:00:00,33.7,27.3,26.1,73.53,0,96.8,"rain,snow",0,4.69,17.7,7.4,231.5,1022,93.1,14.5,0,0,0,10,"Snow, Rain, Overcast",rain,
Basel,2024-11-22T23:00:00,33.9,28.6,26.5,74.1,0,96.8,"rain,snow",0,4.61,15,5.8,232.4,1023,95.8,14.5,0,0,0,10,"Snow, Rain, Overcast",rain,
Basel,2024-11-23T00:00:00,34.1,29.4,27,75.22,0.004,96.8,snow,0,4.53,12.3,5.1,232,1024,93.2,3.1,0,0,0,10,"Snow, Overcast",rain,
Basel,2024-11-23T01:00:00,34.2,30.4,27,74.68,0.012,96.8,snow,0,4.45,11,4.3,238,1024,95.5,1.9,0,0,0,10,"Snow, Overcast",rain,
Basel,2024-11-23T02:00:00,34.1,30.7,26.7,74.11,0.004,25.8,"rain,snow",0,4.41,9.2,3.8,226.6,1025,94.3,15,0,0,0,10,Overcast,cloudy,
Basel,2024-11-23T03:00:00,34.1,31.2,26.5,73.57,0.008,25.8,"rain,snow",0,4.37,7.8,3.4,215.1,1025,77.7,15,0,0,0,10,Partially cloudy,partly-cloudy-night,
Basel,2024-11-23T04:00:00,33.9,33.9,26,72.46,0.008,25.8,"rain,snow",0,4.29,6.9,2.2,192.6,1026,76.4,15,0,0,0,10,Partially cloudy,partly-cloudy-night,
Basel,2024-11-23T05:00:00,33.2,33.2,25.8,74.02,0.004,25.8,"rain,snow",0,4.25,4,2.2,160.5,1026,69.5,15,0,0,0,10,Partially cloudy,partly-cloudy-night,
Basel,2024-11-23T06:00:00,32.4,32.4,25.2,74.5,0,25.8,,0,4.25,4.3,2.7,165.7,1027,65.7,15,0,0,0,10,Partially cloudy,partly-cloudy-night,
Basel,2024-11-23T07:00:00,31,31,23.8,74.36,0,25.8,,0,4.21,4.3,2.7,159.9,1027,23,15,0,0,0,10,Partially cloudy,partly-cloudy-night,
Basel,2024-11-23T08:00:00,27.9,27.9,22.2,78.69,0,0,,0,4.21,4,2.9,194,1027,100,15,0,0,0,10,Overcast,cloudy,
Basel,2024-11-23T09:00:00,26.1,22.5,21.6,82.84,0,0,,0,4.21,6,3.1,186.6,1027,1.7,15,54,0.2,1,10,Clear,clear-day,
Basel,2024-11-23T10:00:00,29.9,29.9,22,72.03,0,0,,0,4.17,6.3,2,183.9,1027,63.2,15,175,0.6,2,10,Partially cloudy,partly-cloudy-day,
Basel,2024-11-23T11:00:00,35.1,35.1,24,63.46,0,0,,0,4.09,4,1.6,110.7,1027,69.9,15,282,1,3,10,Partially cloudy,partly-cloudy-day,
Basel,2024-11-23T12:00:00,37.1,34.7,23.3,56.94,0,0,,0,4.02,7.4,3.4,100.4,1026,87.3,0.6,332,1.2,3,10,Partially cloudy,fog,
Basel,2024-11-23T13:00:00,38.4,35.4,23.1,53.79,0,0,,0,3.9,8.7,4,97.9,1025,100,0.1,271,1,3,10,Overcast,fog,
Basel,2024-11-23T14:00:00,39.1,36.3,21.8,49.59,0,0,,0,3.78,8.9,4,93.8,1024,86.5,0.1,221,0.8,2,10,Partially cloudy,fog,
Basel,2024-11-23T15:00:00,39.3,36.9,20.4,46.33,0,0,,0,3.7,9.2,3.6,107.9,1024,100,0.1,160,0.6,2,10,Overcast,fog,
Basel,2024-11-23T16:00:00,38.7,36.5,19.8,46.24,0,0,,0,3.62,8.7,3.4,102,1024,100,2.2,70,0.3,1,10,Overcast,cloudy,
Basel,2024-11-23T17:00:00,37.7,34.8,20.4,49.36,0,0,,0,3.54,8.9,3.8,106.3,1024,100,15,0,0,0,10,Overcast,cloudy,
Basel,2024-11-23T18:00:00,37.3,35.2,22,53.62,0.004,0,rain,0,3.5,8.7,3.1,86.2,1023,99.5,15,0,0,0,10,Overcast,cloudy,
Basel,2024-11-23T19:00:00,36.4,33.9,22.2,55.98,0,0,,0,3.46,8.9,3.4,97.8,1023,100,15,0,0,0,10,Overcast,cloudy,
Basel,2024-11-23T20:00:00,36.8,36.8,21.8,54.36,0,0,,0,3.43,7.4,2.9,108.2,1023,100,15,0,0,0,10,Overcast,cloudy,
Basel,2024-11-23T21:00:00,37.3,37.3,21.6,52.81,0,0,,0,3.39,6.3,1.8,33.6,1023,100,15,0,0,0,10,Overcast,cloudy,
Basel,2024-11-23T22:00:00,37.1,37.1,22,54,0,0,,0,3.35,4.9,2,130.8,1023,100,15,0,0,0,10,Overcast,cloudy,
Basel,2024-11-23T23:00:00,37.3,37.3,22.9,55.69,0,0,,0,3.31,4.5,0.7,77.9,1023,100,15,0,0,0,10,Overcast,cloudy,
Basel,2024-11-24T00:00:00,37.1,37.1,24.2,59.13,0,0,,0,3.27,3.8,1.8,134.3,1022,99.7,15,0,0,0,10,Overcast,cloudy,
Basel,2024-11-24T01:00:00,36.8,36.8,24.9,61.8,0,0,,0,3.23,3.6,0,153.2,1022,95.7,15,0,0,0,10,Overcast,cloudy,
Basel,2024-11-24T02:00:00,36.4,36.4,24.5,61.75,0,0,,0,3.23,2,0.7,163.9,1022,88.5,15,0,0,0,10,Partially cloudy,partly-cloudy-night,
Basel,2024-11-24T03:00:00,35.7,35.7,24.3,63.06,0,0,,0,3.19,2.7,0.7,255,1023,100,15,0,0,0,10,Overcast,cloudy,
Basel,2024-11-24T04:00:00,36,36,24.9,63.58,0,0,,0,3.19,2.9,2,202.9,1023,64.7,15,0,0,0,10,Partially cloudy,partly-cloudy-night,
Basel,2024-11-24T05:00:00,38.2,38.2,26.5,62.46,0,0,,0,3.15,4,2.2,155.3,1022,78.6,15,0,0,0,10,Partially cloudy,partly-cloudy-night,
Basel,2024-11-24T06:00:00,39.6,39.6,28.5,64.05,0,0,,0,3.15,3.8,1.1,165,1022,97.6,15,0,0,0,10,Overcast,cloudy,
Basel,2024-11-24T07:00:00,39.8,39.8,29.6,66.47,0,0,,0,3.15,3.1,0.9,169.6,1022,68.4,15,0,0,0,10,Partially cloudy,partly-cloudy-night,
Basel,2024-11-24T08:00:00,39.5,39.5,30.5,69.92,0,0,,0,3.11,3.6,0.9,125.4,1023,94.8,15,0,0,0,10,Overcast,cloudy,
Basel,2024-11-24T09:00:00,39.5,39.5,30.8,70.95,0,0,,0,3.11,3.4,1.3,219.7,1023,36,15,45,0.2,0,10,Partially cloudy,partly-cloudy-day,
Basel,2024-11-24T10:00:00,41.3,41.3,31.5,68.12,0,0,,0,3.03,2.7,0.4,206.2,1023,45.7,0.1,152,0.5,2,10,Partially cloudy,fog,
Basel,2024-11-24T11:00:00,44.5,44.5,34.4,67.53,0,0,rain,0,2.95,2.5,1.1,207,1023,79.5,0,205,0.7,2,10,Partially cloudy,partly-cloudy-day,
Basel,2024-11-24T12:00:00,48.6,48.6,37.8,66.12,0,0,rain,0,2.87,3.1,0.4,51.9,1022,98.7,0,204,0.7,2,10,Overcast,cloudy,
Basel,2024-11-24T13:00:00,50.6,50.6,38.2,62.3,0,0,rain,0,2.8,4,1.6,23.8,1022,100,0,183,0.7,2,10,Overcast,cloudy,
Basel,2024-11-24T14:00:00,50.8,50.8,38.3,62.18,0,0,rain,0,2.74,3.9,1.7,47.1,1021.7,79.9,0,148,0.5,1,10,Partially cloudy,partly-cloudy-day,
Basel,2024-11-24T15:00:00,51,51,38.5,62.05,0,0,rain,0,2.69,3.7,1.9,70.3,1021.3,59.7,0,103,0.4,1,10,Partially cloudy,partly-cloudy-day,
Basel,2024-11-24T16:00:00,51.2,51.2,38.6,61.93,0,0,rain,0,2.64,3.6,2,93.6,1021,39.6,0,53,0.2,1,10,Partially cloudy,partly-cloudy-day,
Basel,2024-11-24T17:00:00,49.6,49.6,37.9,63.95,0,0,,0,2.59,4.1,2.2,105.1,1021,59.7,0,0,0,0,10,Partially cloudy,partly-cloudy-night,
Basel,2024-11-24T18:00:00,48,48,37.2,66.05,0,0,,0,2.53,4.6,2.3,116.5,1021,79.9,0,0,0,0,10,Partially cloudy,partly-cloudy-night,
Basel,2024-11-24T19:00:00,46.5,46.5,36.6,68.25,0,0,,0,2.48,5.1,2.5,128,1021,100,0,0,0,0,10,Overcast,cloudy,
Basel,2024-11-24T20:00:00,45.8,45.8,36.5,69.8,0,0,,0,2.47,4.5,2.3,128.5,1020.7,72.2,0,0,0,0,10,Partially cloudy,partly-cloudy-night,
Basel,2024-11-24T21:00:00,45.2,45.2,36.5,71.4,0,0,,0,2.45,4,2.2,129.1,1020.3,44.4,0,0,0,0,10,Partially cloudy,partly-cloudy-night,
Basel,2024-11-24T22:00:00,44.5,44.5,36.4,73.04,0,0,,0,2.44,3.4,2,129.6,1020,16.6,0,0,0,0,10,Clear,clear-night,
Basel,2024-11-24T23:00:00,44.5,44.5,36.1,72.18,0,0,,0,2.41,3.9,2.3,127.7,1019.7,20.2,0,0,0,0,10,Partially cloudy,partly-cloudy-night,
Basel,2024-11-25T00:00:00,44.5,44.5,35.8,71.33,0,0,,0,2.39,4.4,2.6,125.8,1019.3,23.8,0,0,0,0,10,Partially cloudy,partly-cloudy-night,
Basel,2024-11-25T01:00:00,44.5,44.5,35.5,70.49,0,0,,0,2.36,4.9,2.9,123.9,1019,27.4,0,0,0,0,10,Partially cloudy,partly-cloudy-night,
Basel,2024-11-25T02:00:00,44.5,44.5,35,69.16,0,0,,0,2.35,5,2.8,122.1,1018.3,24,0.1,0,0,0,10,Partially cloudy,fog,
Basel,2024-11-25T03:00:00,44.5,44.5,34.5,67.85,0,0,,0,2.34,5.1,2.8,120.4,1017.7,20.7,0.1,0,0,0,10,Partially cloudy,fog,
Basel,2024-11-25T04:00:00,44.5,44.5,34.1,66.57,0,0,,0,2.32,5.1,2.7,118.6,1017,17.3,0.1,0,0,0,10,Clear,fog,
Basel,2024-11-25T05:00:00,44,44,33.8,66.99,0,0,,0,2.31,5.1,2.7,123.3,1016.7,12.9,2.4,0,0,0,10,Clear,clear-night,
Basel,2024-11-25T06:00:00,43.5,43.5,33.5,67.41,0,0,,0,2.3,5.1,2.7,128,1016.3,8.6,15,0,0,0,10,Clear,clear-night,
Basel,2024-11-25T07:00:00,43.1,43.1,33.2,67.84,0,0,,0,2.28,5.1,2.7,132.7,1016,4.2,15,0,0,0,10,Clear,clear-night,
Basel,2024-11-25T08:00:00,44.6,44.6,33.6,65,0,19.4,,0,2.24,5.4,2.6,122,1015.3,21.3,15,0,0,0,10,Partially cloudy,partly-cloudy-day,
Basel,2024-11-25T09:00:00,46.2,46.2,34,62.31,0,19.4,,0,2.2,5.6,2.5,111.4,1014.7,38.5,1.4,41,0.1,0,10,Partially cloudy,partly-cloudy-day,
Basel,2024-11-25T10:00:00,47.7,47.7,34.4,59.74,0,19.4,,0,2.17,5.8,2.5,100.7,1014,55.6,0.1,89,0.3,1,10,Partially cloudy,fog,
Basel,2024-11-25T11:00:00,50.1,50.1,35.1,56.21,0,19.4,rain,0,2.09,6,2.7,97.7,1013,70.4,0,181,0.7,2,10,Partially cloudy,partly-cloudy-day,
Basel,2024-11-25T12:00:00,52.6,52.6,35.9,52.93,0,19.4,rain,0,2.01,6.1,2.9,94.7,1012,85.2,0.6,18,0.1,0,10,Partially cloudy,fog,
Basel,2024-11-25T13:00:00,54.9,54.9,36.6,49.88,0,19.4,,0,1.93,6.3,3.1,91.7,1011,100,0.6,44,0.2,0,10,Overcast,fog,
Basel,2024-11-25T14:00:00,55.2,55.2,37.6,51.35,0,67.7,rain,0,1.86,7,2.1,135,1010.7,100,0.6,130,0.5,1,10,"Rain, Overcast",rain,
